"Date","MaxTemp","MinTemp","MeanTemp","Precip","MaxGust","HDD","CDD","Month","Year","DOW","HDD_1","HDD_2","CDD_1","CDD_2","IsBusinessDay","Holiday","MaxHDD","MaxCDD","wknd"
2011-01-01,-1.5,-19.8,-10.7,1,39,18.7,0,"January",2011,"Saturday",15,15,0,0,0,1,24.8,0,1
2011-01-02,-1.1,-7.2,-4.2,0.5,48,12.2,0,"January",2011,"Sunday",18.7,15,0,0,0,0,12.2,0,1
2011-01-03,-1.9,-7.4,-4.7,0,48,12.7,0,"January",2011,"Monday",12.2,18.7,0,0,1,0,12.4,0,0
2011-01-04,0.2,-6.5,-3.2,0,48,11.2,0,"January",2011,"Tuesday",12.7,12.2,0,0,1,0,11.5,0,0
2011-01-05,1.9,-6.3,-2.2,1,48,10.2,0,"January",2011,"Wednesday",11.2,12.7,0,0,1,0,11.3,0,0
2011-01-06,2.5,-4.8,-1.2,0.5,56,9.2,0,"January",2011,"Thursday",10.2,11.2,0,0,1,0,9.8,0,0
2011-01-07,-2.2,-12.4,-7.3,2.5,35,15.3,0,"January",2011,"Friday",9.2,10.2,0,0,1,0,17.4,0,0
2011-01-08,-6.1,-13.5,-9.8,1.5,41,17.8,0,"January",2011,"Saturday",15.3,9.2,0,0,0,0,18.5,0,1
2011-01-09,-13.5,-16.3,-14.9,0,44,22.9,0,"January",2011,"Sunday",17.8,15.3,0,0,0,0,21.3,0,1
2011-01-10,-16.2,-20.9,-18.6,0.5,32,26.6,0,"January",2011,"Monday",22.9,17.8,0,0,1,0,25.9,0,0
2011-01-11,-17.3,-24.8,-21.1,0,32,29.1,0,"January",2011,"Tuesday",26.6,22.9,0,0,1,0,29.8,0,0
2011-01-12,-22.8,-27.9,-25.4,0,32,33.4,0,"January",2011,"Wednesday",29.1,26.6,0,0,1,0,32.9,0,0
2011-01-13,-21.2,-24.3,-22.8,0.5,32,30.8,0,"January",2011,"Thursday",33.4,29.1,0,0,1,0,29.3,0,0
2011-01-14,-23.9,-26.9,-25.4,0.5,32,33.4,0,"January",2011,"Friday",30.8,33.4,0,0,1,0,31.9,0,0
2011-01-15,-22,-26.3,-24.2,4,32,32.2,0,"January",2011,"Saturday",33.4,30.8,0,0,0,0,31.3,0,1
2011-01-16,-20.9,-23.1,-22,4,32,30,0,"January",2011,"Sunday",32.2,33.4,0,0,0,0,28.1,0,1
2011-01-17,-19.4,-23.5,-21.5,3.5,32,29.5,0,"January",2011,"Monday",30,32.2,0,0,1,0,28.5,0,0
2011-01-18,-4.4,-22.9,-13.7,1,39,21.7,0,"January",2011,"Tuesday",29.5,30,0,0,1,0,27.9,0,0
2011-01-19,-4.8,-16,-10.4,0,52,18.4,0,"January",2011,"Wednesday",21.7,29.5,0,0,1,0,21,0,0
2011-01-20,3.2,-15.4,-6.1,0.5,54,14.1,0,"January",2011,"Thursday",18.4,21.7,0,0,1,0,20.4,0,0
2011-01-21,2.4,-8.6,-3.1,1.5,54,11.1,0,"January",2011,"Friday",14.1,18.4,0,0,1,0,13.6,0,0
2011-01-22,2.9,-9.7,-3.4,1.5,54,11.4,0,"January",2011,"Saturday",11.1,14.1,0,0,0,0,14.7,0,1
2011-01-23,6.5,-5.2,0.7,0,56,7.3,0,"January",2011,"Sunday",11.4,11.1,0,0,0,0,10.2,0,1
2011-01-24,3.3,-8,-2.4,0,33,10.4,0,"January",2011,"Monday",7.3,11.4,0,0,1,0,13,0,0
2011-01-25,5.7,-8.2,-1.3,0,33,9.3,0,"January",2011,"Tuesday",10.4,7.3,0,0,1,0,13.2,0,0
2011-01-26,6.3,-2.4,2,1,33,6,0,"January",2011,"Wednesday",9.3,10.4,0,0,1,0,7.4,0,0
2011-01-27,8.5,-2.1,3.2,0,56,4.8,0,"January",2011,"Thursday",6,9.3,0,0,1,0,7.1,0,0
2011-01-28,2.5,-12.6,-5.1,0,56,13.1,0,"January",2011,"Friday",4.8,6,0,0,1,0,17.6,0,0
2011-01-29,-12.6,-21.6,-17.1,0,56,25.1,0,"January",2011,"Saturday",13.1,4.8,0,0,0,0,26.6,0,1
2011-01-30,-19.4,-25.2,-22.3,0,56,30.3,0,"January",2011,"Sunday",25.1,13.1,0,0,0,0,30.2,0,1
2011-01-31,-20.8,-30.5,-25.7,0,56,33.7,0,"January",2011,"Monday",30.3,25.1,0,0,1,0,35.5,0,0
2011-02-01,-12,-24.5,-18.3,0,56,26.3,0,"February",2011,"Tuesday",33.7,30.3,0,0,1,0,29.5,0,0
2011-02-02,6.7,-13.6,-3.5,1,35,11.5,0,"February",2011,"Wednesday",26.3,33.7,0,0,1,0,18.6,0,0
2011-02-03,5.6,-0.8,2.4,0,33,5.6,0,"February",2011,"Thursday",11.5,26.3,0,0,1,0,5.8,0,0
2011-02-04,6.6,1.5,4.1,1.5,56,3.9,0,"February",2011,"Friday",5.6,11.5,0,0,1,0,3.5,0,0
2011-02-05,2.4,-11.2,-4.4,0.5,61,12.4,0,"February",2011,"Saturday",3.9,5.6,0,0,0,0,16.2,0,1
2011-02-06,-11,-19.8,-15.4,0,41,23.4,0,"February",2011,"Sunday",12.4,3.9,0,0,0,0,24.8,0,1
2011-02-07,-9.6,-20.9,-15.3,0,41,23.3,0,"February",2011,"Monday",23.4,12.4,0,0,1,0,25.9,0,0
2011-02-08,-10,-23.9,-17,0,41,25,0,"February",2011,"Tuesday",23.3,23.4,0,0,1,0,28.9,0,0
2011-02-09,0.3,-20,-9.9,0,39,17.9,0,"February",2011,"Wednesday",25,23.3,0,0,1,0,25,0,0
2011-02-10,3.6,-0.4,1.6,0,46,6.4,0,"February",2011,"Thursday",17.9,25,0,0,1,0,5.4,0,0
2011-02-11,6.6,-1.1,2.8,0,46,5.2,0,"February",2011,"Friday",6.4,17.9,0,0,1,0,6.1,0,0
2011-02-12,5.4,-1.2,2.1,0,46,5.9,0,"February",2011,"Saturday",5.2,6.4,0,0,0,0,6.2,0,1
2011-02-13,5.3,-1.6,1.9,1,54,6.1,0,"February",2011,"Sunday",5.9,5.2,0,0,0,0,6.6,0,1
2011-02-14,7.5,-5.5,1,0,54,7,0,"February",2011,"Monday",6.1,5.9,0,0,1,0,10.5,0,0
2011-02-15,-3,-18.5,-10.8,0,54,18.8,0,"February",2011,"Tuesday",7,6.1,0,0,1,0,23.5,0,0
2011-02-16,-18.5,-22.5,-20.5,0,54,28.5,0,"February",2011,"Wednesday",18.8,7,0,0,1,0,27.5,0,0
2011-02-17,-20.4,-24.2,-22.3,0,54,30.3,0,"February",2011,"Thursday",28.5,18.8,0,0,1,0,29.2,0,0
2011-02-18,-20.1,-25.1,-22.6,0.5,54,30.6,0,"February",2011,"Friday",30.3,28.5,0,0,1,0,30.1,0,0
2011-02-19,-18.1,-28.8,-23.5,0,32,31.5,0,"February",2011,"Saturday",30.6,30.3,0,0,0,0,33.8,0,1
2011-02-20,-11.9,-22.6,-17.3,0.5,37,25.3,0,"February",2011,"Sunday",31.5,30.6,0,0,0,0,27.6,0,1
2011-02-21,-0.4,-20.2,-10.3,0,37,18.3,0,"February",2011,"Monday",25.3,31.5,0,0,0,1,25.2,0,0
2011-02-22,-4.6,-17.7,-11.2,0,41,19.2,0,"February",2011,"Tuesday",18.3,25.3,0,0,1,0,22.7,0,0
2011-02-23,-16.8,-22.1,-19.5,0,46,27.5,0,"February",2011,"Wednesday",19.2,18.3,0,0,1,0,27.1,0,0
2011-02-24,-20.8,-26.4,-23.6,0,35,31.6,0,"February",2011,"Thursday",27.5,19.2,0,0,1,0,31.4,0,0
2011-02-25,-9.3,-26.5,-17.9,0,35,25.9,0,"February",2011,"Friday",31.6,27.5,0,0,1,0,31.5,0,0
2011-02-26,-3.8,-12.4,-8.1,1.5,46,16.1,0,"February",2011,"Saturday",25.9,31.6,0,0,0,0,17.4,0,1
2011-02-27,-7.2,-20,-13.6,0,44,21.6,0,"February",2011,"Sunday",16.1,25.9,0,0,0,0,25,0,1
2011-02-28,-20,-27,-23.5,0,37,31.5,0,"February",2011,"Monday",21.6,16.1,0,0,1,0,32,0,0
2011-03-01,-20.5,-30.3,-25.4,0,37,33.4,0,"March",2011,"Tuesday",31.5,21.6,0,0,1,0,35.3,0,0
2011-03-02,-21.4,-26.1,-23.8,0,35,31.8,0,"March",2011,"Wednesday",33.4,31.5,0,0,1,0,31.1,0,0
2011-03-03,-18.1,-23.3,-20.7,1,35,28.7,0,"March",2011,"Thursday",31.8,33.4,0,0,1,0,28.3,0,0
2011-03-04,-12,-22.5,-17.3,0.5,35,25.3,0,"March",2011,"Friday",28.7,31.8,0,0,1,0,27.5,0,0
2011-03-05,-13,-17.8,-15.4,0,35,23.4,0,"March",2011,"Saturday",25.3,28.7,0,0,0,0,22.8,0,1
2011-03-06,-13.8,-21.5,-17.7,1.5,35,25.7,0,"March",2011,"Sunday",23.4,25.3,0,0,0,0,26.5,0,1
2011-03-07,-10.4,-22.8,-16.6,1,35,24.6,0,"March",2011,"Monday",25.7,23.4,0,0,1,0,27.8,0,0
2011-03-08,-6.2,-26,-16.1,0,35,24.1,0,"March",2011,"Tuesday",24.6,25.7,0,0,1,0,31,0,0
2011-03-09,1,-18.4,-8.7,0,33,16.7,0,"March",2011,"Wednesday",24.1,24.6,0,0,1,0,23.4,0,0
2011-03-10,-11.1,-17.8,-14.5,0,39,22.5,0,"March",2011,"Thursday",16.7,24.1,0,0,1,0,22.8,0,0
2011-03-11,-16.3,-24,-20.2,0,35,28.2,0,"March",2011,"Friday",22.5,16.7,0,0,1,0,29,0,0
2011-03-12,-6.7,-20.1,-13.4,0.5,35,21.4,0,"March",2011,"Saturday",28.2,22.5,0,0,0,0,25.1,0,1
2011-03-13,3.8,-17.5,-6.9,0,35,14.9,0,"March",2011,"Sunday",21.4,28.2,0,0,0,0,22.5,0,1
2011-03-14,5.9,-5.4,0.3,0.5,35,7.7,0,"March",2011,"Monday",14.9,21.4,0,0,1,0,10.4,0,0
2011-03-15,2.9,-11.9,-4.5,0,35,12.5,0,"March",2011,"Tuesday",7.7,14.9,0,0,1,0,16.9,0,0
2011-03-16,-4,-5.7,-4.9,0,35,12.9,0,"March",2011,"Wednesday",12.5,7.7,0,0,1,0,10.7,0,0
2011-03-17,3.9,-4.7,-0.4,0.5,35,8.4,0,"March",2011,"Thursday",12.9,12.5,0,0,1,0,9.7,0,0
2011-03-18,5.3,-4.6,0.4,0,35,7.6,0,"March",2011,"Friday",8.4,12.9,0,0,1,0,9.6,0,0
2011-03-19,1.2,-9.8,-4.3,0,35,12.3,0,"March",2011,"Saturday",7.6,8.4,0,0,0,0,14.8,0,1
2011-03-20,-1,-4.6,-2.8,0.5,37,10.8,0,"March",2011,"Sunday",12.3,7.6,0,0,0,0,9.6,0,1
2011-03-21,-1.7,-4.3,-3,0,44,11,0,"March",2011,"Monday",10.8,12.3,0,0,1,0,9.3,0,0
2011-03-22,-1.4,-3.9,-2.7,1,35,10.7,0,"March",2011,"Tuesday",11,10.8,0,0,1,0,8.9,0,0
2011-03-23,-2.5,-5,-3.8,1,44,11.8,0,"March",2011,"Wednesday",10.7,11,0,0,1,0,10,0,0
2011-03-24,-3.1,-6.7,-4.9,0,35,12.9,0,"March",2011,"Thursday",11.8,10.7,0,0,1,0,11.7,0,0
2011-03-25,-3.9,-9.1,-6.5,0,35,14.5,0,"March",2011,"Friday",12.9,11.8,0,0,1,0,14.1,0,0
2011-03-26,-4.3,-8.7,-6.5,0,33,14.5,0,"March",2011,"Saturday",14.5,12.9,0,0,0,0,13.7,0,1
2011-03-27,-2.4,-6.4,-4.4,0,39,12.4,0,"March",2011,"Sunday",14.5,14.5,0,0,0,0,11.4,0,1
2011-03-28,0.4,-5.5,-2.6,0,33,10.6,0,"March",2011,"Monday",12.4,14.5,0,0,1,0,10.5,0,0
2011-03-29,2.7,-1.5,0.6,0,33,7.4,0,"March",2011,"Tuesday",10.6,12.4,0,0,1,0,6.5,0,0
2011-03-30,7,-2.9,2.1,0.5,63,5.9,0,"March",2011,"Wednesday",7.4,10.6,0,0,1,0,7.9,0,0
2011-03-31,8.3,0.9,4.6,0,48,3.4,0,"March",2011,"Thursday",5.9,7.4,0,0,1,0,4.1,0,0
2011-04-01,6.9,0.7,3.8,0,39,4.2,0,"April",2011,"Friday",3.4,5.9,0,0,1,0,4.3,0,0
2011-04-02,3.8,-5.2,-0.7,0,39,8.7,0,"April",2011,"Saturday",4.2,3.4,0,0,0,0,10.2,0,1
2011-04-03,4.4,-3.8,0.3,0,39,7.7,0,"April",2011,"Sunday",8.7,4.2,0,0,0,0,8.8,0,1
2011-04-04,7.8,-2,2.9,0,39,5.1,0,"April",2011,"Monday",7.7,8.7,0,0,1,0,7,0,0
2011-04-05,9.7,-3.9,2.9,0,48,5.1,0,"April",2011,"Tuesday",5.1,7.7,0,0,1,0,8.9,0,0
2011-04-06,7.2,-3.3,2,0,48,6,0,"April",2011,"Wednesday",5.1,5.1,0,0,1,0,8.3,0,0
2011-04-07,4.5,-4.1,0.2,0,48,7.8,0,"April",2011,"Thursday",6,5.1,0,0,1,0,9.1,0,0
2011-04-08,5.6,-3.6,1,0,50,7,0,"April",2011,"Friday",7.8,6,0,0,1,0,8.6,0,0
2011-04-09,9.7,1,5.4,0,50,2.6,0,"April",2011,"Saturday",7,7.8,0,0,0,0,4,0,1
2011-04-10,10.4,-0.9,4.8,0,50,3.2,0,"April",2011,"Sunday",2.6,7,0,0,0,0,5.9,0,1
2011-04-11,13.9,-0.2,6.9,0,54,1.1,0,"April",2011,"Monday",3.2,2.6,0,0,1,0,5.2,0,0
2011-04-12,3.8,-2.1,0.9,0,48,7.1,0,"April",2011,"Tuesday",1.1,3.2,0,0,1,0,7.1,0,0
2011-04-13,6.1,-2.4,1.9,0,52,6.1,0,"April",2011,"Wednesday",7.1,1.1,0,0,1,0,7.4,0,0
2011-04-14,2.1,-2.9,-0.4,1.5,52,8.4,0,"April",2011,"Thursday",6.1,7.1,0,0,1,0,7.9,0,0
2011-04-15,1.2,-2.5,-0.7,0.5,32,8.7,0,"April",2011,"Friday",8.4,6.1,0,0,0,1,7.5,0,0
2011-04-16,0.2,-3.4,-1.6,0,32,9.6,0,"April",2011,"Saturday",8.7,8.4,0,0,0,0,8.4,0,1
2011-04-17,3.2,-7.4,-2.1,0,32,10.1,0,"April",2011,"Sunday",9.6,8.7,0,0,0,0,12.4,0,1
2011-04-18,4.4,-5.7,-0.7,0,32,8.7,0,"April",2011,"Monday",10.1,9.6,0,0,1,0,10.7,0,0
2011-04-19,7,-3.7,1.7,0,35,6.3,0,"April",2011,"Tuesday",8.7,10.1,0,0,1,0,8.7,0,0
2011-04-20,8.1,-3.4,2.4,0,35,5.6,0,"April",2011,"Wednesday",6.3,8.7,0,0,1,0,8.4,0,0
2011-04-21,9.6,-2.7,3.5,0,35,4.5,0,"April",2011,"Thursday",5.6,6.3,0,0,1,0,7.7,0,0
2011-04-22,9.3,-1,4.2,0,35,3.8,0,"April",2011,"Friday",4.5,5.6,0,0,1,0,6,0,0
2011-04-23,10.8,0.2,5.5,0,37,2.5,0,"April",2011,"Saturday",3.8,4.5,0,0,0,0,4.8,0,1
2011-04-24,14.2,-0.6,6.8,0,37,1.2,0,"April",2011,"Sunday",2.5,3.8,0,0,0,0,5.6,0,1
2011-04-25,17.6,1.2,9.4,0,46,0,0,"April",2011,"Monday",1.2,2.5,0,0,1,0,3.8,2.6,0
2011-04-26,15.1,3.3,9.2,0,39,0,0,"April",2011,"Tuesday",0,1.2,0,0,1,0,1.7,0.0999999999999996,0
2011-04-27,15.4,2.3,8.9,0.5,50,0,0,"April",2011,"Wednesday",0,0,0,0,1,0,2.7,0.4,0
2011-04-28,6.4,1.4,3.9,3,52,4.1,0,"April",2011,"Thursday",0,0,0,0,1,0,3.6,0,0
2011-04-29,10.7,1.2,6,0.5,52,2,0,"April",2011,"Friday",4.1,0,0,0,1,0,3.8,0,0
2011-04-30,11.6,3.5,7.6,1.5,48,0.4,0,"April",2011,"Saturday",2,4.1,0,0,0,0,1.5,0,1
2011-05-01,14.4,1.2,7.8,0,35,0.2,0,"May",2011,"Sunday",0.4,2,0,0,0,0,3.8,0,1
2011-05-02,19.2,3.3,11.3,0,35,0,0,"May",2011,"Monday",0.2,0.4,0,0,1,0,1.7,4.2,0
2011-05-03,14.6,4.8,9.7,1.2,57,0,0,"May",2011,"Tuesday",0,0.2,0,0,1,0,0.2,0,0
2011-05-04,15.9,4.9,10.4,0,57,0,0,"May",2011,"Wednesday",0,0,0,0,1,0,0.0999999999999996,0.9,0
2011-05-05,13.9,5.5,9.7,0,32,0,0,"May",2011,"Thursday",0,0,0,0,1,0,0,0,0
2011-05-06,15.4,4.8,10.1,0,32,0,0,"May",2011,"Friday",0,0,0,0,1,0,0.2,0.4,0
2011-05-07,15,2.7,8.9,0,35,0,0,"May",2011,"Saturday",0,0,0,0,0,0,2.3,0,1
2011-05-08,14.9,3.4,9.2,1,32,0,0,"May",2011,"Sunday",0,0,0,0,0,0,1.6,0,1
2011-05-09,17.6,3.4,10.5,0,32,0,0,"May",2011,"Monday",0,0,0,0,1,0,1.6,2.6,0
2011-05-10,20.6,7,13.8,0,39,0,0.800000000000001,"May",2011,"Tuesday",0,0,0,0,1,0,0,5.6,0
2011-05-11,21.9,10.2,16.1,0,63,0,3.1,"May",2011,"Wednesday",0,0,0.800000000000001,0,1,0,0,6.9,0
2011-05-12,23.4,9.6,16.5,0,76,0,3.5,"May",2011,"Thursday",0,0,3.1,0.800000000000001,1,0,0,8.4,0
2011-05-13,17.8,5.9,11.9,0,67,0,0,"May",2011,"Friday",0,0,3.5,3.1,1,0,0,2.8,0
2011-05-14,20.2,8.5,14.4,0,67,0,1.4,"May",2011,"Saturday",0,0,0,3.5,0,0,0,5.2,1
2011-05-15,19.4,8.2,13.8,0,83,0,0.800000000000001,"May",2011,"Sunday",0,0,1.4,0,0,0,0,4.4,1
2011-05-16,23.6,9.5,16.6,0,56,0,3.6,"May",2011,"Monday",0,0,0.800000000000001,1.4,1,0,0,8.6,0
2011-05-17,20.4,6.9,13.7,0,61,0,0.699999999999999,"May",2011,"Tuesday",0,0,3.6,0.800000000000001,1,0,0,5.4,0
2011-05-18,21.7,5.8,13.8,0.8,56,0,0.800000000000001,"May",2011,"Wednesday",0,0,0.699999999999999,3.6,1,0,0,6.7,0
2011-05-19,22.1,8.1,15.1,0,44,0,2.1,"May",2011,"Thursday",0,0,0.800000000000001,0.699999999999999,1,0,0,7.1,0
2011-05-20,23.9,8.5,16.2,0,44,0,3.2,"May",2011,"Friday",0,0,2.1,0.800000000000001,1,0,0,8.9,0
2011-05-21,23.9,11.4,17.7,0,44,0,4.7,"May",2011,"Saturday",0,0,3.2,2.1,0,0,0,8.9,1
2011-05-22,24.7,11.5,18.1,0,48,0,5.1,"May",2011,"Sunday",0,0,4.7,3.2,0,0,0,9.7,1
2011-05-23,13.2,3.9,8.6,4,50,0,0,"May",2011,"Monday",0,0,5.1,4.7,0,1,1.1,0,0
2011-05-24,13,5.2,9.1,0,50,0,0,"May",2011,"Tuesday",0,0,0,5.1,1,0,0,0,0
2011-05-25,12.1,7.3,9.7,2.4,48,0,0,"May",2011,"Wednesday",0,0,0,0,1,0,0,0,0
2011-05-26,18.3,7.9,13.1,0,46,0,0.0999999999999996,"May",2011,"Thursday",0,0,0,0,1,0,0,3.3,0
2011-05-27,19.7,9.8,14.8,0,33,0,1.8,"May",2011,"Friday",0,0,0.0999999999999996,0,1,0,0,4.7,0
2011-05-28,17.8,3.4,10.6,0,50,0,0,"May",2011,"Saturday",0,0,1.8,0.0999999999999996,0,0,1.6,2.8,1
2011-05-29,18.8,2.5,10.7,0,50,0,0,"May",2011,"Sunday",0,0,0,1.8,0,0,2.5,3.8,1
2011-05-30,19.6,8.3,14,0,37,0,1,"May",2011,"Monday",0,0,0,0,1,0,0,4.6,0
2011-05-31,21.4,7.5,14.5,0,37,0,1.5,"May",2011,"Tuesday",0,0,1,0,1,0,0,6.4,0
2011-06-01,21,7.7,14.4,0,54,0,1.4,"June",2011,"Wednesday",0,0,1.5,1,1,0,0,6,0
2011-06-02,21.7,7.5,14.6,0,33,0,1.6,"June",2011,"Thursday",0,0,1.4,1.5,1,0,0,6.7,0
2011-06-03,14.4,1.7,8.1,2.6,44,0,0,"June",2011,"Friday",0,0,1.6,1.4,1,0,3.3,0,0
2011-06-04,11,1.6,6.3,0.2,44,1.7,0,"June",2011,"Saturday",0,0,0,1.6,0,0,3.4,0,1
2011-06-05,18.5,7.7,13.1,0.6,57,0,0.0999999999999996,"June",2011,"Sunday",1.7,0,0,0,0,0,0,3.5,1
2011-06-06,20,6.4,13.2,1.6,35,0,0.199999999999999,"June",2011,"Monday",0,1.7,0.0999999999999996,0,1,0,0,5,0
2011-06-07,18.1,9.9,14,0.2,39,0,1,"June",2011,"Tuesday",0,0,0.199999999999999,0.0999999999999996,1,0,0,3.1,0
2011-06-08,19,11.2,15.1,0,39,0,2.1,"June",2011,"Wednesday",0,0,1,0.199999999999999,1,0,0,4,0
2011-06-09,23.5,8.2,15.9,0,39,0,2.9,"June",2011,"Thursday",0,0,2.1,1,1,0,0,8.5,0
2011-06-10,24.7,11.7,18.2,3.8,39,0,5.2,"June",2011,"Friday",0,0,2.9,2.1,1,0,0,9.7,0
2011-06-11,20.7,10.1,15.4,4,39,0,2.4,"June",2011,"Saturday",0,0,5.2,2.9,0,0,0,5.7,1
2011-06-12,19.2,11.7,15.5,0.2,35,0,2.5,"June",2011,"Sunday",0,0,2.4,5.2,0,0,0,4.2,1
2011-06-13,22.9,9.4,16.2,0,46,0,3.2,"June",2011,"Monday",0,0,2.5,2.4,1,0,0,7.9,0
2011-06-14,15.6,11,13.3,8.8,44,0,0.300000000000001,"June",2011,"Tuesday",0,0,3.2,2.5,1,0,0,0.6,0
2011-06-15,14.9,10.8,12.9,0,46,0,0,"June",2011,"Wednesday",0,0,0.300000000000001,3.2,1,0,0,0,0
2011-06-16,14,9.3,11.7,15.2,48,0,0,"June",2011,"Thursday",0,0,0,0.300000000000001,1,0,0,0,0
2011-06-17,19.6,9.3,14.5,0.4,33,0,1.5,"June",2011,"Friday",0,0,0,0,1,0,0,4.6,0
2011-06-18,15.3,11.9,13.6,20.6,44,0,0.6,"June",2011,"Saturday",0,0,1.5,0,0,0,0,0.300000000000001,1
2011-06-19,16.4,11.8,14.1,7.2,37,0,1.1,"June",2011,"Sunday",0,0,0.6,1.5,0,0,0,1.4,1
2011-06-20,16.9,11.9,14.4,47,33,0,1.4,"June",2011,"Monday",0,0,1.1,0.6,1,0,0,1.9,0
2011-06-21,21.5,9.9,15.7,2.6,33,0,2.7,"June",2011,"Tuesday",0,0,1.4,1.1,1,0,0,6.5,0
2011-06-22,24.4,9.8,17.1,0,33,0,4.1,"June",2011,"Wednesday",0,0,2.7,1.4,1,0,0,9.4,0
2011-06-23,26.4,13.6,20,0,50,0,7,"June",2011,"Thursday",0,0,4.1,2.7,1,0,0,11.4,0
2011-06-24,18.7,11.9,15.3,4.4,48,0,2.3,"June",2011,"Friday",0,0,7,4.1,1,0,0,3.7,0
2011-06-25,15.9,10.2,13.1,3.8,50,0,0.0999999999999996,"June",2011,"Saturday",0,0,2.3,7,0,0,0,0.9,1
2011-06-26,20,10.4,15.2,0.8,48,0,2.2,"June",2011,"Sunday",0,0,0.0999999999999996,2.3,0,0,0,5,1
2011-06-27,24.2,11,17.6,0,48,0,4.6,"June",2011,"Monday",0,0,2.2,0.0999999999999996,1,0,0,9.2,0
2011-06-28,24,12.3,18.2,2.2,41,0,5.2,"June",2011,"Tuesday",0,0,4.6,2.2,1,0,0,9,0
2011-06-29,24.7,13.9,19.3,10.4,57,0,6.3,"June",2011,"Wednesday",0,0,5.2,4.6,1,0,0,9.7,0
2011-06-30,19.6,11.5,15.6,0.2,44,0,2.6,"June",2011,"Thursday",0,0,6.3,5.2,1,0,0,4.6,0
2011-07-01,19.1,10.9,15,0,46,0,2,"July",2011,"Friday",0,0,2.6,6.3,0,1,0,4.1,0
2011-07-02,23.2,8,15.6,0,46,0,2.6,"July",2011,"Saturday",0,0,2,2.6,0,0,0,8.2,1
2011-07-03,23,12.5,17.8,0,48,0,4.8,"July",2011,"Sunday",0,0,2.6,2,0,0,0,8,1
2011-07-04,20.4,9.6,15,0,39,0,2,"July",2011,"Monday",0,0,4.8,2.6,1,0,0,5.4,0
2011-07-05,25.6,11.2,18.4,0,39,0,5.4,"July",2011,"Tuesday",0,0,2,4.8,1,0,0,10.6,0
2011-07-06,25.6,15.5,20.6,3.8,33,0,7.6,"July",2011,"Wednesday",0,0,5.4,2,1,0,0,10.6,0
2011-07-07,25.3,14.8,20.1,3.2,32,0,7.1,"July",2011,"Thursday",0,0,7.6,5.4,1,0,0,10.3,0
2011-07-08,20.7,9.1,14.9,19.6,72,0,1.9,"July",2011,"Friday",0,0,7.1,7.6,1,0,0,5.7,0
2011-07-09,19.3,9.3,14.3,15.8,50,0,1.3,"July",2011,"Saturday",0,0,1.9,7.1,0,0,0,4.3,1
2011-07-10,17.5,12.7,15.1,1.4,35,0,2.1,"July",2011,"Sunday",0,0,1.3,1.9,0,0,0,2.5,1
2011-07-11,15.9,12.8,14.4,0.4,33,0,1.4,"July",2011,"Monday",0,0,2.1,1.3,1,0,0,0.9,0
2011-07-12,16,12.9,14.5,1.2,32,0,1.5,"July",2011,"Tuesday",0,0,1.4,2.1,1,0,0,1,0
2011-07-13,19,14.4,16.7,0.2,32,0,3.7,"July",2011,"Wednesday",0,0,1.5,1.4,1,0,0,4,0
2011-07-14,23.1,14.6,18.9,1.6,32,0,5.9,"July",2011,"Thursday",0,0,3.7,1.5,1,0,0,8.1,0
2011-07-15,19.3,12.1,15.7,0,54,0,2.7,"July",2011,"Friday",0,0,5.9,3.7,1,0,0,4.3,0
2011-07-16,21.9,11.8,16.9,0,37,0,3.9,"July",2011,"Saturday",0,0,2.7,5.9,0,0,0,6.9,1
2011-07-17,26.7,13.7,20.2,0,33,0,7.2,"July",2011,"Sunday",0,0,3.9,2.7,0,0,0,11.7,1
2011-07-18,26.7,16.4,21.6,5.2,63,0,8.6,"July",2011,"Monday",0,0,7.2,3.9,1,0,0,11.7,0
2011-07-19,23.5,14.4,19,1.8,63,0,6,"July",2011,"Tuesday",0,0,8.6,7.2,1,0,0,8.5,0
2011-07-20,20.7,12.4,16.6,1.4,50,0,3.6,"July",2011,"Wednesday",0,0,6,8.6,1,0,0,5.7,0
2011-07-21,22.8,9.4,16.1,10.8,50,0,3.1,"July",2011,"Thursday",0,0,3.6,6,1,0,0,7.8,0
2011-07-22,12.6,9.7,11.2,33,50,0,0,"July",2011,"Friday",0,0,3.1,3.6,1,0,0,0,0
2011-07-23,16.8,7.6,12.2,0.4,44,0,0,"July",2011,"Saturday",0,0,0,3.1,0,0,0,1.8,1
2011-07-24,23.6,12.5,18.1,0,44,0,5.1,"July",2011,"Sunday",0,0,0,0,0,0,0,8.6,1
2011-07-25,27.4,12.5,20,0,44,0,7,"July",2011,"Monday",0,0,5.1,0,1,0,0,12.4,0
2011-07-26,18.6,13.7,16.2,11.2,44,0,3.2,"July",2011,"Tuesday",0,0,7,5.1,1,0,0,3.6,0
2011-07-27,20.9,11.9,16.4,0,48,0,3.4,"July",2011,"Wednesday",0,0,3.2,7,1,0,0,5.9,0
2011-07-28,22,11.7,16.9,1.4,48,0,3.9,"July",2011,"Thursday",0,0,3.4,3.2,1,0,0,7,0
2011-07-29,19.1,11.2,15.2,5,57,0,2.2,"July",2011,"Friday",0,0,3.9,3.4,1,0,0,4.1,0
2011-07-30,24,9.1,16.6,0,32,0,3.6,"July",2011,"Saturday",0,0,2.2,3.9,0,0,0,9,1
